config_id,feature_pair_name,feature_names,dataset_rule_name,central_size,min_closed_in_central,open_step,eyeblink8_policy,C,class_weight
289,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openonly,7,6,3,open_only,0.3,balanced
290,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openonly,7,6,3,open_only,0.3,"non_closed:1,closed:2"
291,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openonly,7,6,3,open_only,0.3,"non_closed:1,closed:3"
292,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openonly,7,6,3,open_only,0.3,"non_closed:1,closed:5"
293,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openonly,7,6,3,open_only,1.0,balanced
294,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openonly,7,6,3,open_only,1.0,"non_closed:1,closed:2"
295,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openonly,7,6,3,open_only,1.0,"non_closed:1,closed:3"
296,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openonly,7,6,3,open_only,1.0,"non_closed:1,closed:5"
297,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openonly,7,6,3,open_only,3.0,balanced
298,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openonly,7,6,3,open_only,3.0,"non_closed:1,closed:2"
299,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openonly,7,6,3,open_only,3.0,"non_closed:1,closed:3"
300,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openonly,7,6,3,open_only,3.0,"non_closed:1,closed:5"
301,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.03,balanced
302,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.03,"non_closed:1,closed:2"
303,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.03,"non_closed:1,closed:3"
304,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.03,"non_closed:1,closed:5"
305,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.1,balanced
306,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.1,"non_closed:1,closed:2"
307,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.1,"non_closed:1,closed:3"
308,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.1,"non_closed:1,closed:5"
309,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.3,balanced
310,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.3,"non_closed:1,closed:2"
311,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.3,"non_closed:1,closed:3"
312,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.3,"non_closed:1,closed:5"
313,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,1.0,balanced
314,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,1.0,"non_closed:1,closed:2"
315,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,1.0,"non_closed:1,closed:3"
316,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,1.0,"non_closed:1,closed:5"
317,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,3.0,balanced
318,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,3.0,"non_closed:1,closed:2"
319,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,3.0,"non_closed:1,closed:3"
320,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,3.0,"non_closed:1,closed:5"
321,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.03,balanced
322,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.03,"non_closed:1,closed:2"
323,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.03,"non_closed:1,closed:3"
324,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.03,"non_closed:1,closed:5"
325,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.1,balanced
326,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.1,"non_closed:1,closed:2"
327,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.1,"non_closed:1,closed:3"
328,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.1,"non_closed:1,closed:5"
329,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.3,balanced
330,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.3,"non_closed:1,closed:2"
331,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.3,"non_closed:1,closed:3"
332,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.3,"non_closed:1,closed:5"
333,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,1.0,balanced
334,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,1.0,"non_closed:1,closed:2"
335,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,1.0,"non_closed:1,closed:3"
336,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,1.0,"non_closed:1,closed:5"
337,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,3.0,balanced
338,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,3.0,"non_closed:1,closed:2"
339,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,3.0,"non_closed:1,closed:3"
340,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,3.0,"non_closed:1,closed:5"
341,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.03,balanced
342,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.03,"non_closed:1,closed:2"
343,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.03,"non_closed:1,closed:3"
344,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.03,"non_closed:1,closed:5"
345,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.1,balanced
346,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.1,"non_closed:1,closed:2"
347,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.1,"non_closed:1,closed:3"
348,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.1,"non_closed:1,closed:5"
349,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.3,balanced
350,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.3,"non_closed:1,closed:2"
351,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.3,"non_closed:1,closed:3"
352,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.3,"non_closed:1,closed:5"
353,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,1.0,balanced
354,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,1.0,"non_closed:1,closed:2"
355,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,1.0,"non_closed:1,closed:3"
356,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,1.0,"non_closed:1,closed:5"
357,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,3.0,balanced
358,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,3.0,"non_closed:1,closed:2"
359,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,3.0,"non_closed:1,closed:3"
360,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,3.0,"non_closed:1,closed:5"
361,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.03,balanced
362,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.03,"non_closed:1,closed:2"
363,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.03,"non_closed:1,closed:3"
364,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.03,"non_closed:1,closed:5"
365,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.1,balanced
366,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.1,"non_closed:1,closed:2"
367,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.1,"non_closed:1,closed:3"
368,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.1,"non_closed:1,closed:5"
369,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.3,balanced
370,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.3,"non_closed:1,closed:2"
371,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.3,"non_closed:1,closed:3"
372,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.3,"non_closed:1,closed:5"
373,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,1.0,balanced
374,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,1.0,"non_closed:1,closed:2"
375,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,1.0,"non_closed:1,closed:3"
376,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,1.0,"non_closed:1,closed:5"
377,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,3.0,balanced
378,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,3.0,"non_closed:1,closed:2"
379,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,3.0,"non_closed:1,closed:3"
380,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,3.0,"non_closed:1,closed:5"
381,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openonly,7,6,3,open_only,0.03,balanced
382,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openonly,7,6,3,open_only,0.03,"non_closed:1,closed:2"
383,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openonly,7,6,3,open_only,0.03,"non_closed:1,closed:3"
384,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openonly,7,6,3,open_only,0.03,"non_closed:1,closed:5"
385,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openonly,7,6,3,open_only,0.1,balanced
386,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openonly,7,6,3,open_only,0.1,"non_closed:1,closed:2"
387,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openonly,7,6,3,open_only,0.1,"non_closed:1,closed:3"
388,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openonly,7,6,3,open_only,0.1,"non_closed:1,closed:5"
389,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openonly,7,6,3,open_only,0.3,balanced
390,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openonly,7,6,3,open_only,0.3,"non_closed:1,closed:2"
391,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openonly,7,6,3,open_only,0.3,"non_closed:1,closed:3"
392,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openonly,7,6,3,open_only,0.3,"non_closed:1,closed:5"
393,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openonly,7,6,3,open_only,1.0,balanced
394,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openonly,7,6,3,open_only,1.0,"non_closed:1,closed:2"
395,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openonly,7,6,3,open_only,1.0,"non_closed:1,closed:3"
396,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openonly,7,6,3,open_only,1.0,"non_closed:1,closed:5"
397,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openonly,7,6,3,open_only,3.0,balanced
398,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openonly,7,6,3,open_only,3.0,"non_closed:1,closed:2"
399,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openonly,7,6,3,open_only,3.0,"non_closed:1,closed:3"
400,col_run_topk_fixed+h_edge_density,col_run_topk_fixed+h_edge_density,std_7_6_openonly,7,6,3,open_only,3.0,"non_closed:1,closed:5"
